id_uni,nomb_uni,id_est,id_est-2,nom_est
437,UNIVERSIDAD NACIONAL EXPERIMENTAL SUR DEL LAGO JESÚS MARÍA SEMPRUM,13,13,EDO. MERIDA
438,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,15,15,EDO. MONAGAS
439,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,23,23,EDO. ZULIA
440,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,5,5,EDO. BARINAS
441,UNIVERSIDAD DE LOS ANDES,13,13,EDO. MERIDA
442,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA ANTONIO JOSÉ DE SUCRE,13,13,EDO. MERIDA
443,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN BOLÍVAR,21,21,EDO. LA GUAIRA
444,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,22,22,EDO. YARACUY
445,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",12,12,EDO. LARA
446,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",19,19,EDO. TACHIRA
447,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),1,1,DTTO. CAPITAL
448,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,16,16,EDO. NUEVA ESPARTA
449,"COLEGIO UNIVERSITARIO DE REHABILITACIÓN ""MAY HAMILTON""",1,1,DTTO. CAPITAL
450,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",15,15,EDO. MONAGAS
451,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",18,18,EDO. SUCRE
452,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",13,13,EDO. MERIDA
453,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,17,17,EDO. PORTUGUESA
454,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",18,18,EDO. SUCRE
455,INSTITUTO UNIVERSITARIO LATINOAMERICANO DE AGROECOLOGÍA PAULO FREIRE,5,5,EDO. BARINAS
456,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,18,18,EDO. SUCRE
457,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,21,21,EDO. LA GUAIRA
458,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),2,2,EDO. ANZOATEGUI
459,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),10,10,EDO. FALCON
460,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),16,16,EDO. NUEVA ESPARTA
461,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),13,13,EDO. MERIDA
462,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),22,22,EDO. YARACUY
463,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),17,17,EDO. PORTUGUESA
464,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,22,22,EDO. YARACUY
465,UNIVERSIDAD NACIONAL EXPERIMENTAL POLITÉCNICA DE LA FUERZA ARMADA NACIONAL,1,1,DTTO. CAPITAL
466,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,8,8,EDO. COJEDES
467,UNIVERSIDAD NACIONAL EXPERIMENTAL FRANCISCO DE MIRANDA,12,12,EDO. LARA
540,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CUMANÁ,15,15,EDO. MONAGAS
468,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS CENTRALES RÓMULO GALLEGOS,2,2,EDO. ANZOATEGUI
469,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE CARACAS “MARISCAL SUCRE”,14,14,EDO. MIRANDA
470,UNIVERSIDAD NACIONAL DEL TURISMO,13,13,EDO. MERIDA
471,"UNIVERSIDAD CAMPESINA DE VENEZUELA ""ALGIMIRO GABALDON""",12,12,EDO. LARA
472,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",1,1,DTTO. CAPITAL
473,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",5,5,EDO. BARINAS
474,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",6,6,EDO. BOLIVAR
475,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",10,10,EDO. FALCON
476,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",23,23,EDO. ZULIA
477,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",16,16,EDO. NUEVA ESPARTA
478,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",21,21,EDO. LA GUAIRA
479,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",15,15,EDO. MONAGAS
480,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",4,4,EDO. ARAGUA
481,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",8,8,EDO. COJEDES
482,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",2,2,EDO. ANZOATEGUI
483,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",18,18,EDO. SUCRE
484,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",20,20,EDO . TRUJILLO
485,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",3,3,EDO. APURE
486,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",9,9,EDO. DELTA AMACURO
487,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",12,12,EDO. LARA
488,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",22,22,EDO. YARACUY
489,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",13,13,EDO. MERIDA
490,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",14,14,EDO. MIRANDA
491,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",11,11,EDO. GUARICO
492,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",17,17,EDO. PORTUGUESA
493,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",19,19,EDO. TACHIRA
494,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LA GRAN CARACAS,14,14,EDO. MIRANDA
495,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LA GRAN CARACAS,1,1,DTTO. CAPITAL
496,UNIVERSIDAD POLITÉCNICA TERRITORIAL DE LOS VALLES DEL TUY,14,14,EDO. MIRANDA
497,"UNIVERSIDAD NACIONAL EXPERIMENTAL DE LARA ""MARTIN LUTHER KING""",12,12,EDO. LARA
498,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,16,16,EDO. NUEVA ESPARTA
499,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",13,13,EDO. MERIDA
500,UNIVERSIDAD POPULAR DEL AMBIENTE FRUTO VIVAS,12,12,EDO. LARA
501,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS TELECOMUNICACIONES E INFORMÁTICA,1,1,DTTO. CAPITAL
502,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA LOS ANDES,19,19,EDO. TACHIRA
503,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE EJIDO,13,13,EDO. MERIDA
504,COLEGIO UNIVERSITARIO DE CARACAS,14,14,EDO. MIRANDA
505,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA BOMBERIL,14,14,EDO. MIRANDA
506,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL OESTE MARISCAL SUCRE,1,1,DTTO. CAPITAL
507,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DR. FEDERICO RIVERO PALACIO,1,1,DTTO. CAPITAL
508,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO APURE,3,3,EDO. APURE
509,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE LOS LLANOS,11,11,EDO. GUARICO
510,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA ANDRÉS ELOY BLANCO,12,12,EDO. LARA
511,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO PORTUGUESA,17,17,EDO. PORTUGUESA
512,ESCUELA DE AVIACIÓN MILITAR,4,4,EDO. ARAGUA
513,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE VALENCIA,7,7,EDO. CARABOBO
515,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE PUERTO CABELLO,7,7,EDO. CARABOBO
516,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE SEGURIDAD INDUSTRIAL,7,7,EDO. CARABOBO
517,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA AERONÁUTICA MILITAR ESCUELA TÉCNICA DE AVIACIÓN,4,4,EDO. ARAGUA
518,UNIVERSIDAD NACIONAL EXPERIMENTAL DE GUAYANA,6,6,EDO. BOLIVAR
519,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO BOLÍVAR,6,6,EDO. BOLIVAR
520,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,1,1,DTTO. CAPITAL
521,COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,14,14,EDO. MIRANDA
522,INSTITUTO UNIVERSITARIO DE LA POLICÍA METROPOLITANA,1,1,DTTO. CAPITAL
523,INSTITUTO UNIVERSITARIO DE POLICÍA CIENTÍFICA,1,1,DTTO. CAPITAL
51,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-MÚSICA),1,1,DTTO. CAPITAL
525,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-TEATRO),1,1,DTTO. CAPITAL
526,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-ARTES PLASTICAS),1,1,DTTO. CAPITAL
527,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE-DANZA),1,1,DTTO. CAPITAL
528,INSTITUTO UNIVERSITARIO NACIONAL DE ESTUDIOS PENITENCIARIOS,1,1,DTTO. CAPITAL
529,INSTITUTO UNIVERSITARIO DE BARLOVENTO,14,14,EDO. MIRANDA
530,INSTITUTO UNIVERSITARIO AVEPANE,14,14,EDO. MIRANDA
531,ACADEMIA MILITAR DE VENEZUELA,1,1,DTTO. CAPITAL
532,ESCUELA DE FORMACIÓN DE OFICIALES DE LA GUARDIA NACIONAL,1,1,DTTO. CAPITAL
533,INSTITUTO UNIVERSITARIO MILITAR DE COMUNICACIONES Y ELECTRÓNICA DE LA FUERZA ARMADA NACIONAL,1,1,DTTO. CAPITAL
534,INSTITUTO UNIVERSITARIO MILITAR ESCUELA DE SUB-OFICIALES DE LA ARMADA,21,21,EDO. LA GUAIRA
535,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA AGROINDUSTRIAL REGIÓN LOS ANDES,19,19,EDO. TACHIRA
536,INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA Y AGRICULTURA SIMÓN BOLÍVAR,5,5,EDO. BARINAS
537,COLEGIO UNIVERSITARIO HOTEL ESCUELA DE LOS ANDES VENEZOLANOS,13,13,EDO. MERIDA
538,"INSTITUTO UNIVERSITARIO MILITAR DE LA GUARDIA NACIONAL ""CORONEL (F) ANICETO CUBILLÁN JAIMES""",19,19,EDO. TACHIRA
539,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CUMANÁ,18,18,EDO. SUCRE
541,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CARIPITO,15,15,EDO. MONAGAS
542,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA JACINTO NAVARRO VALLENILLA,18,18,EDO. SUCRE
543,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE MARACAIBO,23,23,EDO. ZULIA
544,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE CABIMAS,23,23,EDO. ZULIA
545,INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,4,4,EDO. ARAGUA
546,UNIVERSIDAD PRIVADA NUEVA ESPARTA,1,1,DTTO. CAPITAL
550,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE PUERTO CABELLO,10,10,EDO. FALCON
551,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL ESTADO BARINAS,5,5,EDO. BARINAS
552,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,14,14,EDO. MIRANDA
553,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,19,19,EDO. TACHIRA
554,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,15,15,EDO. MONAGAS
555,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,16,16,EDO. NUEVA ESPARTA
556,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,2,2,EDO. ANZOATEGUI
557,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,21,21,EDO. LA GUAIRA
558,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,4,4,EDO. ARAGUA
559,INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,5,5,EDO. BARINAS
560,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LAS ARTES (UNEARTE),1,1,DTTO. CAPITAL
561,UNIVERSIDAD SANTA INÉS,5,5,EDO. BARINAS
562,"INSTITUTO UNIVERSITARIO EXPERIMENTAL DE TECNOLOGÍA DEL MUNICIPIO GARCIA DE HEVIA, LA FRÍA",19,19,EDO. TACHIRA
563,"INSTITUTO UNIVERSITARIO \""ESCUELA DE FORMACIÓN DE OFICIALES TÉCNICOS DE LA FUERZA ARMADA NACIONAL BO",4,4,EDO. ARAGUA
565,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",23,23,EDO. ZULIA
566,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",22,22,EDO. YARACUY
567,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",20,20,EDO . TRUJILLO
568,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",19,19,EDO. TACHIRA
569,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",18,18,EDO. SUCRE
570,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",17,17,EDO. PORTUGUESA
571,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",16,16,EDO. NUEVA ESPARTA
572,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",15,15,EDO. MONAGAS
573,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",14,14,EDO. MIRANDA
574,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",13,13,EDO. MERIDA
575,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",12,12,EDO. LARA
576,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",21,21,EDO. LA GUAIRA
577,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",11,11,EDO. GUARICO
578,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",10,10,EDO. FALCON
579,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",1,1,DTTO. CAPITAL
580,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",9,9,EDO. DELTA AMACURO
581,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",8,8,EDO. COJEDES
582,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",7,7,EDO. CARABOBO
583,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",6,6,EDO. BOLIVAR
584,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",5,5,EDO. BARINAS
585,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",3,3,EDO. APURE
586,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",2,2,EDO. ANZOATEGUI
587,"UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO ""SAMUEL ROBINSON""",4,4,EDO. ARAGUA
588,"INSTITUTO UNIVERSITARIO DE AERONÁUTICA CIVIL \""MAYOR (AV)  MIGUEL RODRÍGUEZ\""",4,4,EDO. ARAGUA
589,UNIVERSIDAD NACIONAL EXPERIMENTAL DE ESPECIALIDADES ELÉCTRICAS,6,6,EDO. BOLIVAR
590,UNIVERSIDAD NACIONAL EXPERIMENTAL DE ESPECIALIDADES ELÉCTRICAS,10,10,EDO. FALCON
591,UNIVERSIDAD AUDIOVISUAL DE VENEZUELA,14,14,EDO. MIRANDA
592,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA  DE FORMACIÓN DE SUBOFICIALES PROFESIONALES DEL EJÉRCITO GENER,4,4,EDO. ARAGUA
72,UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD HUGO CHÁVEZ FRÍAS,1,1,EDO. AMAZONAS
564,UNIVERSIDAD NACIONAL EXPERIMENTAL DEL MAGISTERIO SAMUEL ROBINSON,1,1,EDO. AMAZONAS
83,UNIVERSIDAD POLITÉCNICA TERRITORIAL  JOSÉ ANTONIO ANZOÁTEGUI,2,2,EDO. ANZOATEGUI
596,UNIVERSIDAD DE ORIENTE,2,2,EDO. ANZOATEGUI
599,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",2,2,EDO. ANZOATEGUI
601,UNIVERSIDAD NACIONAL ABIERTA,2,2,EDO. ANZOATEGUI
602,"UNIVERSIDAD DE LAS CIENCIAS DE LA SALUD ""HUGO CHÁVEZ FRÍAS""",2,2,EDO. ANZOATEGUI
603,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,2,2,EDO. ANZOATEGUI
604,UNIVERSIDAD NACIONAL ABIERTA,2,2,EDO. ANZOATEGUI
605,"UNIVERSIDAD POLITÉCNICA TERRITORIAL  ""JOSÉ ANTONIO ANZOÁTEGUI""",2,2,EDO. ANZOATEGUI
606,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",3,3,EDO. APURE
607,UNIVERSIDAD NACIONAL ABIERTA,3,3,EDO. APURE
608,UNIVERSIDAD NACIONAL ABIERTA,3,3,EDO. APURE
609,"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",3,3,EDO. APURE
610,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,3,3,EDO. APURE
611,UNIVERSIDAD NACIONAL EXPERIMENTAL DE LOS LLANOS OCCIDENTALES EZEQUIEL ZAMORA,3,3,EDO. APURE
612,UNIVERSIDAD NACIONAL EXPERIMENTAL SIMÓN RODRÍGUEZ,3,3,EDO. APURE
613,UNIVERSIDAD MILITAR BOLIVARIANA DE VENEZUELA,4,4,EDO. ARAGUA
593,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DE ADMINISTRACIÓN INDUSTRIAL,2,2,EDO. ANZOATEGUI
597,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA ANTONIO JOSÉ DE SUCRE,2,2,EDO. ANZOATEGUI
595,INSTITUTO UNIVERSITARIO PEDAGÓGICO MONSEÑOR RAFAEL ARIAS BLANCO,2,2,EDO. ANZOATEGUI
548,INSTITUTO UNIVERSITARIO DE TECNOLOGÍA INDUSTRIAL RODOLFO LOERO ARISMENDI,23,23,EDO. ZULIA
